screenname,tweet,key
@cekimoriya,"#名刺代わりの小説10選
楡家の人々／北杜夫
瀬戸内少年野球団・紅顔期／阿久悠
竜馬がゆく／司馬遼太郎
戦艦武蔵／吉村昭
桜の樹の下には／梶井基次郎
セメント樽の中の手紙／葉山嘉樹
競馬／織田作之助
岬／中上健次
遠雷／立松和平
新宿鮫Ⅱ・毒猿／大沢在昌",2020-07-16_15:00:00
@111_co,"#名刺代わりの小説10選

鬼平犯科帳／池波正太郎
本所おけら長屋／畠山健二
幻色江戸ごよみ／宮部みゆき
黒革の手帖／松本清張
北斎まんだら／梶ようこ
ぬけまいる／朝井まかて
悦ちゃん／獅子文六
カレーライスの唄／阿川弘之
春琴抄／谷崎潤一郎
大名火消し ケンカ十番勝負／土橋章宏",2020-07-16_15:00:00
@ni__chan__,"#名刺代わりの小説10選 
死にがいを求めて生きているの

ままならないから私とあなた

銀河鉄道の夜

男役

夢の終わりで、君に会いたい。

いつか、眠りにつく日

ここで死神から残念なお知らせです。

D坂殺人事件

世界から猫が消えたなら

武道館",2020-08-25_21:00:00
@yv28QxAdrgSYws0,"#名刺代わりの小説10選 

容疑者Xの献身/東野圭吾
クライマーズ・ハイ/横山秀夫
影踏み/横山秀夫 
ゴールデンスランバー/伊坂幸太郎
孤狼の血/柚月裕子
ロング・グッドバイ/レイモンド・チャンドラー
残穢/小野不由美
長い長い殺人/宮部みゆき
リング/鈴木光司
ヒトリシズカ/誉田哲也

こんな感じです",2020-08-25_21:00:00
@akaino_8901,"#名刺代わりの小説10選 

♢また、同じ夢を見ていた
♢よるのばけもの
♢恋する寄生虫
♢塩の街
♢むらさきのスカートの女
♢カラフル
♢コンビニ人間
♢奇跡の人
♢ホワイトラビット
♢店長がバカすぎて

そもそも読んでる冊数が少ないんですけどね…",2020-08-25_21:00:00
@H9Bx8,"#名刺代わりの小説10選

沢木耕太郎/深夜特急
村上春樹/1Q84
森見登美彦/ペンギン・ハイウェイ
森見登美彦/夜行
百田尚樹/永遠の0
百田尚樹/海賊とよばれた男
堀川アサコ/幻想寝台車
アガサ・クリスティ/オリエント急行の殺人
有川浩/フリーター、家を買う
有川浩/阪急電車",2020-08-25_21:00:00
@Yarukotonasuko,"#名刺代わりの小説10選
アズミハルコは行方不明
怒り
荒野
金曜のバカ
図書館戦争
西の魔女が死んだ
星やどりの声
ランチのアッコちゃん
和菓子のアン
私の男

この本の作家の作品はとりあえず全部読む派",2020-08-25_21:00:00
@penguin_train,"#名刺代わりの小説10選

銀河英雄伝説 1巻
銀河英雄伝説 2巻
銀河英雄伝説 3巻
銀河英雄伝説 4巻
銀河英雄伝説 5巻
銀河英雄伝説 6巻
銀河英雄伝説 7巻
銀河英雄伝説 8巻
銀河英雄伝説 9巻
銀河英雄伝説 10巻

外伝が入れられません……",2018-12-06_21:00:00
@koh_books,"『暗黒館の殺人』綾辻行人
『麦の海に沈む果実』恩田陸
『ダリの繭』有栖川有栖
『螢』/麻耶雄嵩
『人間の顔は食べづらい』白井智之
『屍人荘の殺人』今村昌弘
『8の殺人』我孫子武丸
『狂骨の夢』京極夏彦
『儚い羊たちの祝宴』米澤穂信
『西の魔女が死んだ』梨木香歩

#名刺代わりの小説10選",2019-12-07_09:00:00
@yingjing666,"スレイヤーズ
ロスト・ユニバース
フォーチュン・クエスト
ルナル・サーガ
サーラの冒険
トリニティ・ブラッド
デジタル・デビル・ストーリー
ブレイブストーリー
キノの旅
乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった… #名刺代わりの小説10選

タイトル長いっすカタリナ様",2019-12-07_09:00:00
@1216rinka,"#名刺代わりの小説10選
後でみる(*´ω｀*)",2019-12-07_09:00:00
@PMV78yuq74cSNRs,"まずは自分から絡みにいかないと増えないですよー。

#読了
や
#名刺がわりの小説10選
#名刺代わりの小説10選 
あたりから入るとよいかと

ところで名刺がわりはまとめて欲しい",2019-12-07_09:00:00
@michi_is_rotten,"#名刺代わりの小説10選
ウォーターメソッドマン
エレンディラ
回転木馬のデッドヒート
美少女論
マゾッホとサド
夜になると鮭は…
火曜クラブ
うたかたの日々
パノラマ島奇談
犬は勘定に入れませんーあるいは消えたヴィクトリア朝花瓶の謎

字数制限で作家名割愛",2018-11-30_09:00:00
@hontonoto,"空色勾玉
アイヴォリー
モモ
ぼくの小鳥ちゃん
きれいな色とことば
ナラタージュ
チルドレン
最果てアーケード
めぐらし屋
それからはスープのことばかり考えて暮らした

まんべんなく。
それでも足りませんが。

 #名刺代わりの小説10選",2018-05-04_21:00:00
@9zvUcAgRirVOlaX,"#名刺代わりの小説10選
こころ/夏目漱石
坊ちゃん/夏目漱石
カラフル/森絵都
砂漠/伊坂幸太郎
消滅/恩田陸
黄金仮面/江戸川乱歩
魔術師/江戸川乱歩
神様の御用人/浅葉なつ
十角館の殺人/綾辻行人
博士の愛した数式/小川洋子",2019-02-21_15:00:00
@tz_nie,"#名刺代わりの小説10選

悪魔の手記/中村文則
何もかも憂鬱な夜に/中村文則
心霊探偵八雲/神永学
十字架/重松清
君の波が聞こえる/乾ルカ
セラピスト/最相葉月
ふたご/藤崎紗織
そして生活はつづく/星野源
探偵の鑑定/松岡圭祐
時生/東野圭吾

#読書が好きな人と繋がりたい",2019-02-21_15:00:00
@booknavi_sagan,"#名刺代わりの小説10選
サガン「悲しみよこんにちは」
ドストエフスキー「カラマーゾフの兄弟」
マルケス「百年の孤独」
ブロンテ「嵐が丘」
グレアム=グリーン「情事の終り」
谷崎潤一郎「細雪」
幸田文「流れる」
中上健次「枯木灘」
樋口一葉「にごりえ」
プイグ「蜘蛛女のキス」",2019-02-21_15:00:00
@Eadd9_ay,"#名刺代わりの小説10選

変身/カフカ
嵐が丘/エミリー・ブロンテ
風と共に去りぬ/M・ミッチェル
優しい関係/F・サガン
避暑地の猫／宮本輝
ここに地終わり海始まる/宮本輝
雨の日には車を磨いて/五木寛之
限りなく透明に近いブルー/村上龍
西の魔女が死んだ/梨木香歩
親指Pの修行時代/松浦理英子",2019-03-10_09:00:00
@fb0GzGxv5xtryiq,"#名刺代わりの小説10選
④#秘密/#東野圭吾

私が勝手に呼んでる【スラムダンク理論】。

え？！その展開？！
そうきたかぁーーーーー

っやつ。胸がきゅぅって締め付けられる切なさ。

そして最後の結末は、
はっきりとは描かず、
読者にゆだねるパターン。
そう、最高。

#読書好きな人と繋がりたい",2020-02-22_15:00:00
@fb0GzGxv5xtryiq,"#名刺代わりの小説10選 
③#きらきらひかる/#江國香織 

正直、細かい内容は覚えてないけど、とにかく雰囲気が優しくて、心地良い世界観だったことだけは覚えてる。

これだけは1回目の感動を超えられなかったら嫌だから読み直せない。

こんな面倒な思考回路だからってフラれるんだわ。

#読書垢",2020-02-22_15:00:00
@AnnieAnyaZhang,"ヴォネガット，スローターハウス5
サリンジャー，フラニーとゾーイー
オーツ，アグリーガール
ルグィン，闇の左手
マンスフィールド，新時代風の妻
チェーホフ，可愛い女
吉屋信子，暁の聖歌
笙野頼子，水晶内制度
松浦理英子，親指Pの修行時代
アフチェンコ，右ハンドル

#名刺代わりの小説10選",2019-10-20_21:00:00
@matchanochaa,"初ツイートです。よろしくお願いします〜
 #名刺代わりの小説10選

ハリーポッターシリーズ
青空の向こう
西の魔女が死んだ
十一月の扉
失はれる物語
冷たい校舎の時は止まる
図書館戦争シリーズ
燃えよ剣
嵐が丘
ひらいて

10冊むずかしい…

#読書好きと繋がりたい",2019-10-20_21:00:00
@AnnieAnyaZhang,#名刺代わりの小説10選　タグからフォローを増やしています。,2019-10-20_21:00:00
@73__Nikol__02,"#名刺代わりの小説10選 

悪霊/ドフトエフスキー
晩年/太宰治
巨匠とマルガリータ/ブルガーコフ
燃えよ剣/司馬遼太郎
塩狩峠/三浦綾子
豊饒の海/三島由紀夫
若きウェルテルの悩み/ゲーテ
魔術はささやく/宮部みゆき
初恋/ツルゲーネフ
美丘/石田衣良
白夜/ドフトエフスキー",2019-10-20_21:00:00
@jin_book_coffee,"#名刺代わりの小説10選

戯言シリーズ／西尾維新
殺人出産／村田沙耶香
サピエンス全史／ユヴァル
夜の国のクーパー／伊坂幸太郎
君の膵臓をたべたい／住野よる
7つの習慣／スティーブン
ファスト＆スロー／ダニエル
最小限主義／沼畑 直樹
ノーゲーム・ノーライフ／榎宮 祐
嫌われる勇気／岸見一郎",2019-10-20_21:00:00
@tansokuyamaneko,"#名刺代わりの小説10選 
86
永遠のゼロ
無職転生
天空の蜂
海の底
幼女戦記
鹿の王
転生したら剣でした
図書館戦争
村上海賊の娘",2020-09-19_21:00:00
@pure220151030,"#名刺代わりの小説10選
変身／フランツ・カフカ
ソフィーの世界/ヨースタイン・ゴルデル
エミール/ルソー
胡桃の中の世界/澁澤龍彦
死国/坂東眞砂子
狗神/坂東眞砂子
高丘親王航海記/澁澤龍彦
孤宿の人/宮部みゆき
千里眼シリーズ/松岡圭介
城/フランツ・カフカ",2020-09-19_21:00:00
@Akasi37,"#名刺代わりの小説10選
鹿の王  上橋菜穂子
青の炎  貴志祐介
キリン  山田悠介
NO.6  あさのあつこ
キノの旅  時雨沢恵一
コンビニ人間  村田沙耶香
ようこそ地球さん  星新一
夜は短し歩けよ乙女  森見登美彦
むらさきのスカートの女  今村夏子
モナミは世界を終わらせる？  はやみねかおる",2020-09-19_21:00:00
@hisa91952501,"#名刺代わりの小説10選
※ラノベ限定
スクラップド·プリンセス/榊一郎先生
君の居た昨日、僕の見る明日/榊一郎先生
イコノクラフト/榊一郎先生
ストレイト·ジャケット/榊一郎先生
神曲奏界ポリフォニカ
僕の血を吸わないで/阿智太郎先生
住めば都のコスモス荘/阿智太郎先生",2020-09-19_21:00:00
@dasei_meijin,"#名刺代わりの小説10選 
こころ／夏目漱石
三日間の幸福／三秋縋
カラマーゾフの兄弟／ドストエフスキー
未成年／ドストエフスキー
博士の愛した数式／小川洋子
ボッコちゃん／星新一
十角館の殺人／綾辻行人
ドグラ・マグラ／夢野久作
星の王子さま／サン・テグジュペリ
鏡子の家／三島由紀夫",2020-09-19_21:00:00
@Gyopon,"#名刺代わりの小説10選

好きな小説10個上げろって事だよね。

ξ˚⊿˚)ξ ＜……「なまこが紹介する『お気に入り短編集』」いれることでまず100個に……ダメ？

ぐぬぬ。",2020-09-19_21:00:00
@summer3919,"9/21 9時公開予定！

読書中毒ブロガーが #名刺代わりの小説10選 のツイートを1300人分、合計1万3千冊を集計した記事になります。
Twitterで人気の作品が丸裸になりました。
乞うご期待！！！

いやー、それにしてもしんどかった…。 pic.twitter.com/crzKVn3udQ",2020-09-19_21:00:00
@berrymoonhoney,"#名刺代わりの小説10選

ナミヤ雑貨店の奇蹟/東野圭吾
コンビニたそがれ堂/村上早紀
レインツリーの国/有川浩
重力ピエロ/伊坂幸太郎
麦の海に沈む果実/恩田陸
桜の森の満開の下/坂口安吾
人間失格/太宰治
真珠夫人/菊池寛
青春の逆説/織田作之助
眠れる美女/川端康成

読書の秋はもうすぐだ📚",2020-09-19_21:00:00
@S0und_wave_,"死神の精度　伊坂幸太郎
私の男　桜庭一樹
人間椅子　江戸川乱歩
妖怪アパートの幽雅な日常　香月日輪
遺し文　皆川博子
和菓子のアン　坂木司
まほろば駅前多田便利軒　三浦しをん
ディルフィニア戦記　茅田砂胡
心霊探偵八雲　神永学
夏と花火と私の死体　乙一
#名刺代わりの小説10選",2020-09-19_21:00:00
@TetwsIgE5kfKZfX,"#名刺代わりの小説10選

かがみの孤城
精霊の守り人
怪盗クイーン
剣客商売
西の善き魔女
サーティーナインクルーズ
タラ・ダンカン
ナイツ＆マジック
Fate/strange Fake
バカとテストと召喚獣

楽しそうだったので。
どれもが、とてつもない感動を与えてくれた作品です。",2020-09-19_21:00:00
@buU6eVC5WX4dNxM,"#名刺代わりの小説10選 
ラノベ限定でやってみる

半分の月がのぼる空
狼と香辛料
断章のグリム
とある魔術の禁書目録
キノの旅
とらドラ！
しにがみのバラッド
スレイヤーズ
バカとテストと召喚獣
生徒会の一存",2020-09-19_21:00:00
@hiroyukiho1,"#名刺代わりの小説10選
戦闘妖精雪風
孤児たちの軍隊
宇宙の戦士
見知らぬ明日
地球0年
日本本土決戦 昭和20年11月米軍皇土へ侵攻す
第三次世界大戦 チームヤンキー出動
真紅の戦場
霊長類南へ
地獄のハイウェイ
戦国自衛隊
SFやミリタリーがメインです。
ポストアポカリプスも入ります。",2020-09-19_21:00:00
@W7W7ICpYAKuUJcg,"#名刺代わりの小説10選

終末のフール/ 伊坂幸太郎
スプートニクの恋人/ 村上春樹
星々の悲しみ/ 宮本輝
太陽の塔/ 森見登美彦
三島由紀夫のレター教室/ 三島由紀夫
残像に口紅を/ 筒井康隆
愛がなんだ/ 角田光代
白いしるし/ 西加奈子
ひらいて/ 綿谷りさ
ある一生/ ローベルト・ゼーターラー",2020-09-19_21:00:00
@962900,"このタグ定期的に見るの好きなんだが伊坂幸太郎の『残り全部バケーション』と『バイバイ･ブラックバード』選んでる方見ると嬉しくなる
#名刺代わりの小説10選",2020-09-08_21:00:00
@1015_suzuna,"#名刺代わりの小説10選
『座敷童子の代理人』仁科裕貴ｻﾝ
『君は月夜に光輝く』佐野徹夜ｻﾝ
『終電の神様』阿川大樹ｻﾝ
『余命10年』小坂流加ｻﾝ
『明日世界が消える前に』霜月りつｻﾝ
『交換ウソ日記』櫻いいよｻﾝ
『ゆびきりげんまん』堀内公太郎ｻﾝ",2020-09-08_21:00:00
@Estoppel_gil,"#名刺代わりの小説10選
十角館の殺人/綾辻行人
姑獲鳥の夏/京極夏彦
放課後はミステリーとともに/東川篤哉
屍人荘の殺人/今村昌弘
櫻子さんの足下には死体が埋まっている/太田紫織
緋色の研究/コナン・ドイル
ロード・エルメロイII世の事件簿『case.剥離城アドラ』/三田誠
獣の奏者/上橋菜穂子",2020-09-08_21:00:00
@d_narou,"人はなんで生きるか/トルストイ
戦争と平和/トルストイ
アンナカレー二ナ/トルストイ
１９８４/オーウェル
動物農場/オーウェル
ファウスト/ゲーテ
門/夏目漱石
カラマーゾフの兄弟/ドストエフスキー
とんび/重松清
冴えない彼女の育てかた/丸戸史明

#名刺代わりの小説10選",2020-09-08_21:00:00
@uuuj0101m,"柔らかな頬/桐野夏生
完璧な病室/小川洋子
兎/金井美恵子
ホリーガーデン/江國香織
眠れる美女/川端康成
私のなかの彼女/角田光代
照柿/高村薫
悪人/吉田修一
彼女がその名を知らない鳥たち/沼田まほかる
グロテスク/桐野夏生
#名刺代わりの小説10選",2020-09-08_21:00:00
@chikubi185,"ディスコ探偵水曜日/舞城王太郎
最後にして最初のアイドル/草野原々
カメリ/北野勇作
桜風堂ものがたり/村山早紀
二重螺旋の悪魔/梅原克文
屍鬼/小野不由美
地球星人/村田沙耶香
天冥の標/小川一水
新世界より/貴志祐介 
大きな鳥にさらわれないよう/川上弘美
#名刺代わりの小説10選",2020-09-08_21:00:00
@runningpiggg,"#名刺代わりの小説10選
小説じゃないのが入ってるし１つ多い

新世界より／天使の囀り（貴志祐介）
アルジャーノンに花束を
リング
箱男（安部公房）
人間椅子（乱歩）
ゲルマニウムの夜（花村萬月）
異常快楽殺人（平山夢明）
罪と罰
かもめのジョナサン　←唯一の爽やか成分
ガダラの豚（中島らも）",2020-09-08_21:00:00
@ff5OWaJTulylxfK,"#名刺代わりの小説10選
無人島の一冊なら漱石ですが
10冊は難しい、、

俗物図鑑/筒井康隆
変身/カフカ
長いお別れ/チャンドラー
戦雲の夢/司馬遼太郎
吾輩は猫である/夏目漱石
水滸伝/施耐庵
千年樹/荻原浩
屍鬼/小野不由美
図書館の魔女/高田大介
コンビニ人間/村田沙耶香

よろしくお願いします。",2019-07-21_21:00:00
